txid,timestamp,inputs,outputs,input_amount,output_amount,fee
tx_310173105_313110010,2025-09-18T22:33:50.534433,"[""wallet_310173105""]","[""wallet_313110010""]",2.9379,2.1134,0.0048
tx_310130850_310130846,2025-09-18T22:34:50.534433,"[""wallet_310130850""]","[""wallet_310130846""]",8.5989,4.6734,0.0046
tx_313103790_312080234,2025-09-18T22:35:50.534433,"[""wallet_313103790""]","[""wallet_312080234""]",4.0296,9.9417,0.0033
tx_254110829_314825094,2025-09-18T22:36:50.534433,"[""wallet_254110829""]","[""wallet_314825094""]",9.591,5.9758,0.0024
tx_310523446_310523440,2025-09-18T22:37:50.534433,"[""wallet_310523446""]","[""wallet_310523440""]",3.5428,3.2255,0.0032
tx_312108418_313122358,2025-09-18T22:38:50.534433,"[""wallet_312108418""]","[""wallet_313122358""]",3.4688,8.1753,0.0006
tx_310467611_310467608,2025-09-18T22:39:50.534433,"[""wallet_310467611""]","[""wallet_310467608""]",6.8941,4.3086,0.0039
tx_314861376_312953247,2025-09-18T22:40:50.534433,"[""wallet_314861376""]","[""wallet_312953247""]",5.172,3.7495,0.0018
tx_312144534_303942026,2025-09-18T22:41:50.534433,"[""wallet_312144534""]","[""wallet_303942026""]",0.7099,3.1674,0.0036
tx_309946856_309949609,2025-09-18T22:42:50.534433,"[""wallet_309946856""]","[""wallet_309949609""]",2.7131,1.8573,0.002
tx_312138506_312823047,2025-09-18T22:43:50.534433,"[""wallet_312138506""]","[""wallet_312823047""]",7.6997,8.5089,0.0031
tx_310120874_310102730,2025-09-18T22:44:50.534433,"[""wallet_310120874""]","[""wallet_310102730""]",0.8558,10.372,0.0034
tx_273590966_243647790,2025-09-18T22:45:50.534433,"[""wallet_273590966""]","[""wallet_243647790""]",2.3929,1.8889,0.0002
tx_312153155_312330119,2025-09-18T22:46:50.534433,"[""wallet_312153155""]","[""wallet_312330119""]",5.6249,6.0401,0.0007
tx_310732702_314859049,2025-09-18T22:47:50.534433,"[""wallet_310732702""]","[""wallet_314859049""]",0.8607,5.1165,0.0035
tx_310748466_309975071,2025-09-18T22:48:50.534433,"[""wallet_310748466""]","[""wallet_309975071""]",1.2159,3.9951,0.0005
tx_258151006_306178266,2025-09-18T22:49:50.534433,"[""wallet_258151006""]","[""wallet_306178266""]",8.0239,6.044,0.0039
tx_312831429_312831431,2025-09-18T22:50:50.534433,"[""wallet_312831429""]","[""wallet_312831431""]",1.3523,3.1909,0.003
tx_312506794_312506800,2025-09-18T22:51:50.534433,"[""wallet_312506794""]","[""wallet_312506800""]",9.0405,9.4422,0.0026
tx_310428034_310428028,2025-09-18T22:52:50.534433,"[""wallet_310428034""]","[""wallet_310428028""]",10.2694,6.3265,0.004
tx_251069318_262031589,2025-09-18T22:53:50.534433,"[""wallet_251069318""]","[""wallet_262031589""]",9.372,1.1597,0.0044
tx_313118587_313118581,2025-09-18T22:54:50.534433,"[""wallet_313118587""]","[""wallet_313118581""]",3.4458,5.0082,0.0032
tx_309959486_309959432,2025-09-18T22:55:50.534433,"[""wallet_309959486""]","[""wallet_309959432""]",0.3084,6.5768,0.0017
tx_309927414_58822427,2025-09-18T22:56:50.534433,"[""wallet_309927414""]","[""wallet_58822427""]",3.047,2.7367,0.0031
tx_310157981_310157975,2025-09-18T22:57:50.534433,"[""wallet_310157981""]","[""wallet_310157975""]",9.6325,2.6077,0.0039
tx_312138785_314397348,2025-09-18T22:58:50.534433,"[""wallet_312138785""]","[""wallet_314397348""]",8.1504,9.1056,0.0028
tx_310999342_312925395,2025-09-18T22:59:50.534433,"[""wallet_310999342""]","[""wallet_312925395""]",9.5571,1.5684,0.0021
tx_310517786_260889926,2025-09-18T23:00:50.534433,"[""wallet_310517786""]","[""wallet_260889926""]",9.7725,9.4299,0.0042
tx_310468655_313111708,2025-09-18T23:01:50.534433,"[""wallet_310468655""]","[""wallet_313111708""]",4.1399,10.4243,0.0028
tx_4072793_310147165,2025-09-18T23:02:50.534433,"[""wallet_4072793""]","[""wallet_310147165""]",6.6425,4.6461,0.0003
tx_310100982_314833118,2025-09-18T23:03:50.534433,"[""wallet_310100982""]","[""wallet_314833118""]",6.0251,9.531,0.0013
tx_730020_310147165,2025-09-18T23:04:50.534433,"[""wallet_730020""]","[""wallet_310147165""]",3.256,3.8658,0.0005
tx_245903843_309994298,2025-09-18T23:05:50.534433,"[""wallet_245903843""]","[""wallet_309994298""]",5.7268,3.2451,0.0037
tx_310108586_314833118,2025-09-18T23:06:50.534433,"[""wallet_310108586""]","[""wallet_314833118""]",4.519,9.6116,0.002
tx_309951601_312894866,2025-09-18T23:07:50.534433,"[""wallet_309951601""]","[""wallet_312894866""]",5.0882,7.8059,0.0031
tx_310140290_314862780,2025-09-18T23:08:50.534433,"[""wallet_310140290""]","[""wallet_314862780""]",2.2705,10.2384,0.0021
tx_312898511_310517082,2025-09-18T23:09:50.534433,"[""wallet_312898511""]","[""wallet_310517082""]",5.1433,2.3997,0.0017
tx_310125088_314846561,2025-09-18T23:10:50.534433,"[""wallet_310125088""]","[""wallet_314846561""]",8.5126,5.8891,0.0009
tx_310445124_310444903,2025-09-18T23:11:50.534433,"[""wallet_310445124""]","[""wallet_310444903""]",6.4565,7.8832,0.0017
tx_310095771_310434781,2025-09-18T23:12:50.534433,"[""wallet_310095771""]","[""wallet_310434781""]",7.013,6.8388,0.0026
tx_312839090_314859759,2025-09-18T23:13:50.534433,"[""wallet_312839090""]","[""wallet_314859759""]",0.1126,3.1104,0.0011
tx_310511506_310511258,2025-09-18T23:14:50.534433,"[""wallet_310511506""]","[""wallet_310511258""]",6.9177,9.5443,0.0048
tx_310046255_310401435,2025-09-18T23:15:50.534433,"[""wallet_310046255""]","[""wallet_310401435""]",1.0709,9.7065,0.0037
tx_261102925_309949285,2025-09-18T23:16:50.534433,"[""wallet_261102925""]","[""wallet_309949285""]",2.3274,9.4473,0.0018
tx_264245732_310448259,2025-09-18T23:17:50.534433,"[""wallet_264245732""]","[""wallet_310448259""]",2.8518,6.6828,0.0033
tx_310483468_310483463,2025-09-18T23:18:50.534433,"[""wallet_310483468""]","[""wallet_310483463""]",9.0725,8.4844,0.0026
tx_310148984_310148981,2025-09-18T23:19:50.534433,"[""wallet_310148984""]","[""wallet_310148981""]",3.1983,8.2232,0.0017
tx_56512600_309947474,2025-09-18T23:20:50.534433,"[""wallet_56512600""]","[""wallet_309947474""]",8.7307,9.2624,0.0015
tx_313113636_237429442,2025-09-18T23:21:50.534433,"[""wallet_313113636""]","[""wallet_237429442""]",4.6974,10.442,0.0007
tx_309971484_309971485,2025-09-18T23:22:50.534433,"[""wallet_309971484""]","[""wallet_309971485""]",5.3388,9.4365,0.0045
tx_310517073_310517070,2025-09-18T23:23:50.534433,"[""wallet_310517073""]","[""wallet_310517070""]",0.4642,6.2017,0.0022
tx_312188714_312188720,2025-09-18T23:24:50.534433,"[""wallet_312188714""]","[""wallet_312188720""]",7.0087,0.1373,0.0033
tx_116627227_311398978,2025-09-18T23:25:50.534433,"[""wallet_116627227""]","[""wallet_311398978""]",10.4551,10.322,0.0011
tx_312358048_312879230,2025-09-18T23:26:50.534433,"[""wallet_312358048""]","[""wallet_312879230""]",9.5206,6.2003,0.0008
tx_310107922_115643001,2025-09-18T23:27:50.534433,"[""wallet_310107922""]","[""wallet_115643001""]",9.9348,1.507,0.0004
tx_308099887_310471926,2025-09-18T23:28:50.534433,"[""wallet_308099887""]","[""wallet_310471926""]",9.1962,0.3209,0.0043
tx_312876805_310493432,2025-09-18T23:29:50.534433,"[""wallet_312876805""]","[""wallet_310493432""]",6.529,5.1899,0.0024
tx_309974675_302742245,2025-09-18T23:30:50.534433,"[""wallet_309974675""]","[""wallet_302742245""]",0.7602,0.6398,0.0024
tx_310170465_310438244,2025-09-18T23:31:50.534433,"[""wallet_310170465""]","[""wallet_310438244""]",6.255,0.5473,0.0027
tx_251020866_312365829,2025-09-18T23:32:50.534433,"[""wallet_251020866""]","[""wallet_312365829""]",3.3428,9.9048,0.0026
tx_310488588_312013351,2025-09-18T23:33:50.534433,"[""wallet_310488588""]","[""wallet_312013351""]",8.3648,5.0293,0.0034
tx_309935617_314294809,2025-09-18T23:34:50.534433,"[""wallet_309935617""]","[""wallet_314294809""]",5.478,0.8087,0.0048
tx_313145755_311055481,2025-09-18T23:35:50.534433,"[""wallet_313145755""]","[""wallet_311055481""]",1.2466,8.0539,0.0029
tx_242578966_310110511,2025-09-18T23:36:50.534433,"[""wallet_242578966""]","[""wallet_310110511""]",4.3922,8.152,0.0002
tx_312497400_312497403,2025-09-18T23:37:50.534433,"[""wallet_312497400""]","[""wallet_312497403""]",6.7838,8.2443,0.0028
tx_312105649_278135537,2025-09-18T23:38:50.534433,"[""wallet_312105649""]","[""wallet_278135537""]",7.0761,1.223,0.0007
tx_266427479_194268661,2025-09-18T23:39:50.534433,"[""wallet_266427479""]","[""wallet_194268661""]",5.8268,1.4712,0.0005
tx_309959486_309971485,2025-09-18T23:40:50.534433,"[""wallet_309959486""]","[""wallet_309971485""]",0.2615,8.2907,0.0011
tx_310075977_314833118,2025-09-18T23:41:50.534433,"[""wallet_310075977""]","[""wallet_314833118""]",8.1227,7.9587,0.0032
tx_309965764_310149884,2025-09-18T23:42:50.534433,"[""wallet_309965764""]","[""wallet_310149884""]",3.5477,0.2739,0.0007
tx_312180324_310517063,2025-09-18T23:43:50.534433,"[""wallet_312180324""]","[""wallet_310517063""]",4.5582,8.9826,0.0008
tx_310126517_310126523,2025-09-18T23:44:50.534433,"[""wallet_310126517""]","[""wallet_310126523""]",2.138,1.0984,0.0029
tx_80980124_312894465,2025-09-18T23:45:50.534433,"[""wallet_80980124""]","[""wallet_312894465""]",6.5068,8.7922,0.0034
tx_310468658_310533023,2025-09-18T23:46:50.534433,"[""wallet_310468658""]","[""wallet_310533023""]",7.3644,3.6027,0.0038
tx_310419869_310419865,2025-09-18T23:47:50.534433,"[""wallet_310419869""]","[""wallet_310419865""]",4.2184,3.3291,0.0047
tx_310434141_310511258,2025-09-18T23:48:50.534433,"[""wallet_310434141""]","[""wallet_310511258""]",4.0914,6.488,0.003
tx_312898910_310517126,2025-09-18T23:49:50.534433,"[""wallet_312898910""]","[""wallet_310517126""]",0.1897,8.6698,0.0042
tx_312365844_312365829,2025-09-18T23:50:50.534433,"[""wallet_312365844""]","[""wallet_312365829""]",6.7313,7.3586,0.0028
tx_312157804_312873687,2025-09-18T23:51:50.534433,"[""wallet_312157804""]","[""wallet_312873687""]",2.3095,1.9766,0.0018
tx_309950740_309964227,2025-09-18T23:52:50.534433,"[""wallet_309950740""]","[""wallet_309964227""]",8.1348,1.616,0.002
tx_1427839_310170119,2025-09-18T23:53:50.534433,"[""wallet_1427839""]","[""wallet_310170119""]",4.2525,9.0186,0.0018
tx_309959486_242515951,2025-09-18T23:54:50.534433,"[""wallet_309959486""]","[""wallet_242515951""]",6.8742,8.6343,0.0003
tx_309946151_312497048,2025-09-18T23:55:50.534433,"[""wallet_309946151""]","[""wallet_312497048""]",6.7676,6.8905,0.0007
tx_269654653_310508558,2025-09-18T23:56:50.534433,"[""wallet_269654653""]","[""wallet_310508558""]",3.5646,2.0456,0.0007
tx_149745463_310925235,2025-09-18T23:57:50.534433,"[""wallet_149745463""]","[""wallet_310925235""]",4.7749,6.7061,0.0021
tx_313139290_232099780,2025-09-18T23:58:50.534433,"[""wallet_313139290""]","[""wallet_232099780""]",1.8041,9.425,0.0012
tx_312825350_240454934,2025-09-18T23:59:50.534433,"[""wallet_312825350""]","[""wallet_240454934""]",8.0185,10.415,0.0011
tx_314419008_309974670,2025-09-19T00:00:50.534433,"[""wallet_314419008""]","[""wallet_309974670""]",8.8343,9.4711,0.0027
tx_309930959_309930956,2025-09-19T00:01:50.534433,"[""wallet_309930959""]","[""wallet_309930956""]",4.1518,1.8346,0.0014
tx_310526428_263965831,2025-09-19T00:02:50.534433,"[""wallet_310526428""]","[""wallet_263965831""]",5.717,5.1334,0.0044
tx_310414800_310419989,2025-09-19T00:03:50.534433,"[""wallet_310414800""]","[""wallet_310419989""]",8.3889,3.3196,0.0028
tx_310085881_310495036,2025-09-19T00:04:50.534433,"[""wallet_310085881""]","[""wallet_310495036""]",1.0752,2.9016,0.0007
tx_310529086_310528907,2025-09-19T00:05:50.534433,"[""wallet_310529086""]","[""wallet_310528907""]",7.6089,4.7904,0.0018
tx_267436114_310445899,2025-09-19T00:06:50.534433,"[""wallet_267436114""]","[""wallet_310445899""]",2.6271,8.45,0.003
tx_310405725_310405722,2025-09-19T00:07:50.534433,"[""wallet_310405725""]","[""wallet_310405722""]",2.8741,6.3218,0.0028
tx_309940117_312346601,2025-09-19T00:08:50.534433,"[""wallet_309940117""]","[""wallet_312346601""]",9.1631,5.9007,0.0011
tx_309984509_309984514,2025-09-19T00:09:50.534433,"[""wallet_309984509""]","[""wallet_309984514""]",8.4034,7.4776,0.0007
tx_309925365_310147165,2025-09-19T00:10:50.534433,"[""wallet_309925365""]","[""wallet_310147165""]",6.4712,6.0156,0.0014
tx_310059172_310059177,2025-09-19T00:11:50.534433,"[""wallet_310059172""]","[""wallet_310059177""]",4.921,2.7463,0.0019
tx_310434136_314676752,2025-09-19T00:12:50.534433,"[""wallet_310434136""]","[""wallet_314676752""]",7.0529,6.7505,0.0012
tx_310492378_310472147,2025-09-19T00:13:50.534433,"[""wallet_310492378""]","[""wallet_310472147""]",0.1367,7.0177,0.0009
tx_309959969_310150567,2025-09-19T00:14:50.534433,"[""wallet_309959969""]","[""wallet_310150567""]",8.2191,1.6973,0.0015
tx_310107497_314833118,2025-09-19T00:15:50.534433,"[""wallet_310107497""]","[""wallet_314833118""]",0.7421,4.4641,0.0032
tx_309959486_312365844,2025-09-19T00:16:50.534433,"[""wallet_309959486""]","[""wallet_312365844""]",8.1542,0.9643,0.0002
tx_312208971_310529088,2025-09-19T00:17:50.534433,"[""wallet_312208971""]","[""wallet_310529088""]",0.6385,5.4841,0.002
tx_310467851_313111704,2025-09-19T00:18:50.534433,"[""wallet_310467851""]","[""wallet_313111704""]",1.5188,7.6523,0.0019
tx_309927738_312217303,2025-09-19T00:19:50.534433,"[""wallet_309927738""]","[""wallet_312217303""]",4.0451,3.5959,0.0044
tx_310445624_221828855,2025-09-19T00:20:50.534433,"[""wallet_310445624""]","[""wallet_221828855""]",8.9319,8.3365,0.004
tx_310132084_312829985,2025-09-19T00:21:50.534433,"[""wallet_310132084""]","[""wallet_312829985""]",4.0935,4.0621,0.0003
tx_245920404_296778911,2025-09-19T00:22:50.534433,"[""wallet_245920404""]","[""wallet_296778911""]",2.0169,8.948,0.0032
tx_309970293_309970283,2025-09-19T00:23:50.534433,"[""wallet_309970293""]","[""wallet_309970283""]",10.2549,0.3912,0.0004
tx_310053962_310457723,2025-09-19T00:24:50.534433,"[""wallet_310053962""]","[""wallet_310457723""]",9.2656,3.0483,0.0003
tx_228469279_310507260,2025-09-19T00:25:50.534433,"[""wallet_228469279""]","[""wallet_310507260""]",0.8371,7.6915,0.0043
tx_310464833_304786776,2025-09-19T00:26:50.534433,"[""wallet_310464833""]","[""wallet_304786776""]",2.6101,10.1918,0.0022
tx_309994608_312805347,2025-09-19T00:27:50.534433,"[""wallet_309994608""]","[""wallet_312805347""]",0.6801,5.9342,0.0022
tx_310505232_313119203,2025-09-19T00:28:50.534433,"[""wallet_310505232""]","[""wallet_313119203""]",1.1143,6.5788,0.0024
tx_309960469_155285239,2025-09-19T00:29:50.534433,"[""wallet_309960469""]","[""wallet_155285239""]",3.5531,6.4106,0.0044
tx_310121575_314846561,2025-09-19T00:30:50.534433,"[""wallet_310121575""]","[""wallet_314846561""]",5.1934,2.7304,0.0038
tx_310406928_310407082,2025-09-19T00:31:50.534433,"[""wallet_310406928""]","[""wallet_310407082""]",6.5115,6.5472,0.0022
tx_310414968_310498318,2025-09-19T00:32:50.534433,"[""wallet_310414968""]","[""wallet_310498318""]",6.5835,1.4963,0.0035
tx_310416706_310416705,2025-09-19T00:33:50.534433,"[""wallet_310416706""]","[""wallet_310416705""]",5.8428,4.168,0.0035
tx_310463032_310532319,2025-09-19T00:34:50.534433,"[""wallet_310463032""]","[""wallet_310532319""]",2.0261,0.7457,0.0032
tx_310416234_262031589,2025-09-19T00:35:50.534433,"[""wallet_310416234""]","[""wallet_262031589""]",6.7148,9.5568,0.004
tx_310517063_310517059,2025-09-19T00:36:50.534433,"[""wallet_310517063""]","[""wallet_310517059""]",4.8861,8.1798,0.0033
tx_312049774_312353948,2025-09-19T00:37:50.534433,"[""wallet_312049774""]","[""wallet_312353948""]",0.5536,3.4759,0.0044
tx_310099000_310443615,2025-09-19T00:38:50.534433,"[""wallet_310099000""]","[""wallet_310443615""]",4.2319,1.4346,0.0046
tx_310485982_310485978,2025-09-19T00:39:50.534433,"[""wallet_310485982""]","[""wallet_310485978""]",2.6224,10.0867,0.0021
tx_310455903_310455899,2025-09-19T00:40:50.534433,"[""wallet_310455903""]","[""wallet_310455899""]",0.1421,9.0301,0.0028
tx_135630730_312360726,2025-09-19T00:41:50.534433,"[""wallet_135630730""]","[""wallet_312360726""]",3.6345,4.8398,0.0032
tx_310511477_245497562,2025-09-19T00:42:50.534433,"[""wallet_310511477""]","[""wallet_245497562""]",4.0932,3.1379,0.0009
tx_312171166_310087644,2025-09-19T00:43:50.534433,"[""wallet_312171166""]","[""wallet_310087644""]",7.2053,7.6556,0.0015
tx_310082668_266544652,2025-09-19T00:44:50.534433,"[""wallet_310082668""]","[""wallet_266544652""]",6.2813,6.9437,0.0002
tx_310492324_310492379,2025-09-19T00:45:50.534433,"[""wallet_310492324""]","[""wallet_310492379""]",1.5711,8.8747,0.0003
tx_312364619_312931467,2025-09-19T00:46:50.534433,"[""wallet_312364619""]","[""wallet_312931467""]",4.7636,1.4286,0.0049
tx_310147431_248619117,2025-09-19T00:47:50.534433,"[""wallet_310147431""]","[""wallet_248619117""]",7.1853,2.7963,0.0032
tx_274955859_244759552,2025-09-19T00:48:50.534433,"[""wallet_274955859""]","[""wallet_244759552""]",3.2333,1.4948,0.0023
tx_13642440_310147165,2025-09-19T00:49:50.534433,"[""wallet_13642440""]","[""wallet_310147165""]",4.7138,4.0903,0.0003
tx_313107639_313114197,2025-09-19T00:50:50.534433,"[""wallet_313107639""]","[""wallet_313114197""]",1.6149,6.5974,0.0026
tx_309973433_309973427,2025-09-19T00:51:50.534433,"[""wallet_309973433""]","[""wallet_309973427""]",4.0705,2.34,0.0048
tx_310475820_310475826,2025-09-19T00:52:50.534433,"[""wallet_310475820""]","[""wallet_310475826""]",7.1903,8.7044,0.0001
tx_310468669_243642178,2025-09-19T00:53:50.534433,"[""wallet_310468669""]","[""wallet_243642178""]",3.0368,6.7416,0.0019
tx_310529091_310528907,2025-09-19T00:54:50.534433,"[""wallet_310529091""]","[""wallet_310528907""]",7.9916,0.8499,0.0032
tx_116627227_313104489,2025-09-19T00:55:50.534433,"[""wallet_116627227""]","[""wallet_313104489""]",8.428,3.5145,0.0039
tx_6271519_314838117,2025-09-19T00:56:50.534433,"[""wallet_6271519""]","[""wallet_314838117""]",9.4739,1.3741,0.0012
tx_310118844_310470020,2025-09-19T00:57:50.534433,"[""wallet_310118844""]","[""wallet_310470020""]",10.39,3.027,0.0038
tx_312826520_312826524,2025-09-19T00:58:50.534433,"[""wallet_312826520""]","[""wallet_312826524""]",0.2197,8.5792,0.0045
tx_282239709_312494314,2025-09-19T00:59:50.534433,"[""wallet_282239709""]","[""wallet_312494314""]",1.3191,0.8896,0.0014
tx_312208091_276594799,2025-09-19T01:00:50.534433,"[""wallet_312208091""]","[""wallet_276594799""]",4.2747,2.0804,0.0023
tx_314868916_314869184,2025-09-19T01:01:50.534433,"[""wallet_314868916""]","[""wallet_314869184""]",0.2374,2.8247,0.0044
tx_312933242_310492313,2025-09-19T01:02:50.534433,"[""wallet_312933242""]","[""wallet_310492313""]",5.172,8.9856,0.0011
tx_309985206_309985210,2025-09-19T01:03:50.534433,"[""wallet_309985206""]","[""wallet_309985210""]",9.5739,7.355,0.0006
tx_184504689_235029908,2025-09-19T01:04:50.534433,"[""wallet_184504689""]","[""wallet_235029908""]",7.4731,10.2981,0.0005
tx_310480640_312843442,2025-09-19T01:05:50.534433,"[""wallet_310480640""]","[""wallet_312843442""]",9.2392,9.6051,0.0023
tx_310492204_310492198,2025-09-19T01:06:50.534433,"[""wallet_310492204""]","[""wallet_310492198""]",1.4945,8.4854,0.0021
tx_302742245_309974694,2025-09-19T01:07:50.534433,"[""wallet_302742245""]","[""wallet_309974694""]",2.3908,7.3952,0.0017
tx_310468166_310468163,2025-09-19T01:08:50.534433,"[""wallet_310468166""]","[""wallet_310468163""]",2.6774,2.75,0.0026
tx_309987777_184443601,2025-09-19T01:09:50.534433,"[""wallet_309987777""]","[""wallet_184443601""]",8.641,0.5946,0.004
tx_310471899_310471897,2025-09-19T01:10:50.534433,"[""wallet_310471899""]","[""wallet_310471897""]",4.5426,6.4417,0.0037
tx_310118498_310118494,2025-09-19T01:11:50.534433,"[""wallet_310118498""]","[""wallet_310118494""]",1.0076,0.3672,0.0016
tx_310126517_310126520,2025-09-19T01:12:50.534433,"[""wallet_310126517""]","[""wallet_310126520""]",5.3127,5.9679,0.0047
tx_312163589_312931467,2025-09-19T01:13:50.534433,"[""wallet_312163589""]","[""wallet_312931467""]",10.2211,1.4699,0.0044
tx_309960453_309960445,2025-09-19T01:14:50.534433,"[""wallet_309960453""]","[""wallet_309960445""]",2.2331,2.8719,0.0002
tx_312186238_304446024,2025-09-19T01:15:50.534433,"[""wallet_312186238""]","[""wallet_304446024""]",3.7464,2.5263,0.0033
tx_309984485_309984496,2025-09-19T01:16:50.534433,"[""wallet_309984485""]","[""wallet_309984496""]",6.5791,2.3103,0.003
tx_309940000_310524769,2025-09-19T01:17:50.534433,"[""wallet_309940000""]","[""wallet_310524769""]",2.3146,5.0406,0.0035
tx_310146485_314833118,2025-09-19T01:18:50.534433,"[""wallet_310146485""]","[""wallet_314833118""]",0.8328,6.1963,0.0034
tx_310104635_310122687,2025-09-19T01:19:50.534433,"[""wallet_310104635""]","[""wallet_310122687""]",5.3254,5.3476,0.0011
tx_310114514_312891043,2025-09-19T01:20:50.534433,"[""wallet_310114514""]","[""wallet_312891043""]",1.9837,7.5839,0.0005
tx_312358328_312358416,2025-09-19T01:21:50.534433,"[""wallet_312358328""]","[""wallet_312358416""]",1.2775,6.8053,0.0036
tx_310125783_310126079,2025-09-19T01:22:50.534433,"[""wallet_310125783""]","[""wallet_310126079""]",3.8825,3.8249,0.0013
tx_312807984_310415048,2025-09-19T01:23:50.534433,"[""wallet_312807984""]","[""wallet_310415048""]",6.2297,9.0095,0.0035
tx_310531766_243642181,2025-09-19T01:24:50.534433,"[""wallet_310531766""]","[""wallet_243642181""]",8.529,2.2048,0.0022
tx_312898937_310492321,2025-09-19T01:25:50.534433,"[""wallet_312898937""]","[""wallet_310492321""]",10.3922,2.9929,0.002
tx_63646256_310510253,2025-09-19T01:26:50.534433,"[""wallet_63646256""]","[""wallet_310510253""]",4.3438,4.4609,0.0025
tx_310433778_310433777,2025-09-19T01:27:50.534433,"[""wallet_310433778""]","[""wallet_310433777""]",4.2978,1.8617,0.0024
tx_309975246_312365865,2025-09-19T01:28:50.534433,"[""wallet_309975246""]","[""wallet_312365865""]",0.4773,9.5315,0.0007
tx_310520032_310520019,2025-09-19T01:29:50.534433,"[""wallet_310520032""]","[""wallet_310520019""]",8.3229,1.9829,0.0049
tx_312186221_310494217,2025-09-19T01:30:50.534433,"[""wallet_312186221""]","[""wallet_310494217""]",0.7491,9.7374,0.0035
tx_310428709_313113369,2025-09-19T01:31:50.534433,"[""wallet_310428709""]","[""wallet_313113369""]",7.6885,8.5944,0.0013
tx_309994611_309994930,2025-09-19T01:32:50.534433,"[""wallet_309994611""]","[""wallet_309994930""]",4.0428,4.9995,0.0042
tx_310048974_310686190,2025-09-19T01:33:50.534433,"[""wallet_310048974""]","[""wallet_310686190""]",6.7947,7.0168,0.0004
tx_312895662_310460810,2025-09-19T01:34:50.534433,"[""wallet_312895662""]","[""wallet_310460810""]",0.4734,9.0476,0.0024
tx_312915481_310518396,2025-09-19T01:35:50.534433,"[""wallet_312915481""]","[""wallet_310518396""]",4.4527,6.7054,0.0005
tx_310092126_310430361,2025-09-19T01:36:50.534433,"[""wallet_310092126""]","[""wallet_310430361""]",9.4236,7.817,0.0019
tx_194268661_312358321,2025-09-19T01:37:50.534433,"[""wallet_194268661""]","[""wallet_312358321""]",5.4353,10.0727,0.0045
tx_4853436_312878145,2025-09-19T01:38:50.534433,"[""wallet_4853436""]","[""wallet_312878145""]",7.022,3.7624,0.004
tx_312829430_313096473,2025-09-19T01:39:50.534433,"[""wallet_312829430""]","[""wallet_313096473""]",1.9293,9.6346,0.0049
tx_310089342_310468401,2025-09-19T01:40:50.534433,"[""wallet_310089342""]","[""wallet_310468401""]",5.1441,6.7442,0.0002
tx_309950453_310692942,2025-09-19T01:41:50.534433,"[""wallet_309950453""]","[""wallet_310692942""]",6.1069,6.1761,0.0017
tx_310804993_314908507,2025-09-19T01:42:50.534433,"[""wallet_310804993""]","[""wallet_314908507""]",0.2093,4.8263,0.0044
tx_310149882_310495690,2025-09-19T01:43:50.534433,"[""wallet_310149882""]","[""wallet_310495690""]",1.6386,1.6812,0.0047
tx_310464959_310464867,2025-09-19T01:44:50.534433,"[""wallet_310464959""]","[""wallet_310464867""]",9.0459,0.2356,0.0011
tx_310088390_310088631,2025-09-19T01:45:50.534433,"[""wallet_310088390""]","[""wallet_310088631""]",5.0648,6.4391,0.002
tx_309969350_309969355,2025-09-19T01:46:50.534433,"[""wallet_309969350""]","[""wallet_309969355""]",10.3245,4.405,0.0021
tx_310070392_310104031,2025-09-19T01:47:50.534433,"[""wallet_310070392""]","[""wallet_310104031""]",8.5182,3.7075,0.0003
tx_310112347_310112528,2025-09-19T01:48:50.534433,"[""wallet_310112347""]","[""wallet_310112528""]",8.6765,1.5673,0.0024
tx_312360719_312931467,2025-09-19T01:49:50.534433,"[""wallet_312360719""]","[""wallet_312931467""]",6.08,5.0502,0.0017
tx_309924673_271695716,2025-09-19T01:50:50.534433,"[""wallet_309924673""]","[""wallet_271695716""]",9.2112,4.8697,0.0039
tx_309971484_309975382,2025-09-19T01:51:50.534433,"[""wallet_309971484""]","[""wallet_309975382""]",2.6013,0.7942,0.0015
tx_244058549_310419996,2025-09-19T01:52:50.534433,"[""wallet_244058549""]","[""wallet_310419996""]",9.1262,2.3454,0.0018
tx_313112785_313112789,2025-09-19T01:53:50.534433,"[""wallet_313112785""]","[""wallet_313112789""]",1.7623,3.0204,0.0041
tx_310522846_310522842,2025-09-19T01:54:50.534433,"[""wallet_310522846""]","[""wallet_310522842""]",6.9005,9.5447,0.0033
tx_311030996_310492288,2025-09-19T01:55:50.534433,"[""wallet_311030996""]","[""wallet_310492288""]",4.7898,8.5961,0.0032
tx_312504612_287714165,2025-09-19T01:56:50.534433,"[""wallet_312504612""]","[""wallet_287714165""]",9.0638,4.1057,0.0048
tx_310492338_310492339,2025-09-19T01:57:50.534433,"[""wallet_310492338""]","[""wallet_310492339""]",5.7642,9.6225,0.004
tx_310087405_310495036,2025-09-19T01:58:50.534433,"[""wallet_310087405""]","[""wallet_310495036""]",9.5037,2.3245,0.0006
tx_11764585_310493671,2025-09-19T01:59:50.534433,"[""wallet_11764585""]","[""wallet_310493671""]",2.8359,0.8997,0.0006
tx_312828422_310493430,2025-09-19T02:00:50.534433,"[""wallet_312828422""]","[""wallet_310493430""]",5.2521,6.562,0.0044
tx_245922531_245922534,2025-09-19T02:01:50.534433,"[""wallet_245922531""]","[""wallet_245922534""]",3.9639,1.3779,0.0005
